TransactionNo,Items,DateTime,Daypart,DayType,Date,Time,DayType_fixed,Hour,Daypart_fixed,Popular_Item
4530,Bread,2017-11-01 13:06:00,Afternoon,Weekday,2017-11-01,13:06:00,Wednesday,13,Afternoon,Not Popular
4530,Cake,2017-11-01 13:06:00,Afternoon,Weekday,2017-11-01,13:06:00,Wednesday,13,Afternoon,Not Popular
4531,Muffin,2017-11-01 13:32:00,Afternoon,Weekday,2017-11-01,13:32:00,Wednesday,13,Afternoon,Not Popular
4531,Alfajores,2017-11-01 13:32:00,Afternoon,Weekday,2017-11-01,13:32:00,Wednesday,13,Afternoon,Not Popular
4531,Tiffin,2017-11-01 13:32:00,Afternoon,Weekday,2017-11-01,13:32:00,Wednesday,13,Afternoon,Not Popular
4531,Tea,2017-11-01 13:32:00,Afternoon,Weekday,2017-11-01,13:32:00,Wednesday,13,Afternoon,Not Popular
4532,Coffee,2017-11-01 14:05:00,Afternoon,Weekday,2017-11-01,14:05:00,Wednesday,14,Afternoon,Popular
4533,Scandinavian,2017-11-01 14:09:00,Afternoon,Weekday,2017-11-01,14:09:00,Wednesday,14,Afternoon,Not Popular
4534,Afternoon with the baker,2017-11-01 14:15:00,Afternoon,Weekday,2017-11-01,14:15:00,Wednesday,14,Afternoon,Not Popular
4534,Cake,2017-11-01 14:15:00,Afternoon,Weekday,2017-11-01,14:15:00,Wednesday,14,Afternoon,Not Popular
4535,Bread,2017-11-01 14:19:00,Afternoon,Weekday,2017-11-01,14:19:00,Wednesday,14,Afternoon,Not Popular
4536,Bread,2017-11-01 14:27:00,Afternoon,Weekday,2017-11-01,14:27:00,Wednesday,14,Afternoon,Not Popular
4536,Cake,2017-11-01 14:27:00,Afternoon,Weekday,2017-11-01,14:27:00,Wednesday,14,Afternoon,Not Popular
4536,Coffee,2017-11-01 14:27:00,Afternoon,Weekday,2017-11-01,14:27:00,Wednesday,14,Afternoon,Popular
4536,Tea,2017-11-01 14:27:00,Afternoon,Weekday,2017-11-01,14:27:00,Wednesday,14,Afternoon,Not Popular
4536,Scandinavian,2017-11-01 14:27:00,Afternoon,Weekday,2017-11-01,14:27:00,Wednesday,14,Afternoon,Not Popular
4537,Scandinavian,2017-11-01 14:27:00,Afternoon,Weekday,2017-11-01,14:27:00,Wednesday,14,Afternoon,Not Popular
4539,Coffee,2017-11-01 14:39:00,Afternoon,Weekday,2017-11-01,14:39:00,Wednesday,14,Afternoon,Popular
4540,Bread,2017-11-01 14:46:00,Afternoon,Weekday,2017-11-01,14:46:00,Wednesday,14,Afternoon,Not Popular
4540,Sandwich,2017-11-01 14:46:00,Afternoon,Weekday,2017-11-01,14:46:00,Wednesday,14,Afternoon,Not Popular
4541,Afternoon with the baker,2017-11-01 14:51:00,Afternoon,Weekday,2017-11-01,14:51:00,Wednesday,14,Afternoon,Not Popular
4542,Cake,2017-11-01 14:55:00,Afternoon,Weekday,2017-11-01,14:55:00,Wednesday,14,Afternoon,Not Popular
4543,Tea,2017-11-01 15:01:00,Afternoon,Weekday,2017-11-01,15:01:00,Wednesday,15,Afternoon,Not Popular
4545,Coffee,2017-11-01 15:35:00,Afternoon,Weekday,2017-11-01,15:35:00,Wednesday,15,Afternoon,Popular
4545,Cake,2017-11-01 15:35:00,Afternoon,Weekday,2017-11-01,15:35:00,Wednesday,15,Afternoon,Not Popular
4546,Coffee,2017-11-01 15:42:00,Afternoon,Weekday,2017-11-01,15:42:00,Wednesday,15,Afternoon,Popular
4547,Coffee,2017-11-01 15:49:00,Afternoon,Weekday,2017-11-01,15:49:00,Wednesday,15,Afternoon,Popular
4547,Bread,2017-11-01 15:49:00,Afternoon,Weekday,2017-11-01,15:49:00,Wednesday,15,Afternoon,Not Popular
4547,Cake,2017-11-01 15:49:00,Afternoon,Weekday,2017-11-01,15:49:00,Wednesday,15,Afternoon,Not Popular
4548,Scone,2017-11-01 15:50:00,Afternoon,Weekday,2017-11-01,15:50:00,Wednesday,15,Afternoon,Not Popular
4548,Coffee,2017-11-01 15:50:00,Afternoon,Weekday,2017-11-01,15:50:00,Wednesday,15,Afternoon,Popular
4549,Hot chocolate,2017-11-01 16:46:00,Afternoon,Weekday,2017-11-01,16:46:00,Wednesday,16,Afternoon,Not Popular
4550,Tea,2017-11-01 16:58:00,Afternoon,Weekday,2017-11-01,16:58:00,Wednesday,16,Afternoon,Not Popular
4550,Cookies,2017-11-01 16:58:00,Afternoon,Weekday,2017-11-01,16:58:00,Wednesday,16,Afternoon,Not Popular
4550,Cake,2017-11-01 16:58:00,Afternoon,Weekday,2017-11-01,16:58:00,Wednesday,16,Afternoon,Not Popular
4551,Coffee,2017-12-01 07:58:00,Morning,Weekday,2017-12-01,07:58:00,Friday,7,Morning,Popular
4552,Pastry,2017-12-01 09:07:00,Morning,Weekday,2017-12-01,09:07:00,Friday,9,Morning,Not Popular
4552,Tea,2017-12-01 09:07:00,Morning,Weekday,2017-12-01,09:07:00,Friday,9,Morning,Not Popular
4552,Bread,2017-12-01 09:07:00,Morning,Weekday,2017-12-01,09:07:00,Friday,9,Morning,Not Popular
4553,Coffee,2017-12-01 09:26:00,Morning,Weekday,2017-12-01,09:26:00,Friday,9,Morning,Popular
4553,Toast,2017-12-01 09:26:00,Morning,Weekday,2017-12-01,09:26:00,Friday,9,Morning,Not Popular
4554,Bread,2017-12-01 09:39:00,Morning,Weekday,2017-12-01,09:39:00,Friday,9,Morning,Not Popular
4554,Coffee,2017-12-01 09:39:00,Morning,Weekday,2017-12-01,09:39:00,Friday,9,Morning,Popular
4555,Coffee,2017-12-01 09:41:00,Morning,Weekday,2017-12-01,09:41:00,Friday,9,Morning,Popular
4556,Farm House,2017-12-01 09:43:00,Morning,Weekday,2017-12-01,09:43:00,Friday,9,Morning,Not Popular
4557,Tea,2017-12-01 09:47:00,Morning,Weekday,2017-12-01,09:47:00,Friday,9,Morning,Not Popular
4557,Coffee,2017-12-01 09:47:00,Morning,Weekday,2017-12-01,09:47:00,Friday,9,Morning,Popular
4558,Cookies,2017-12-01 09:48:00,Morning,Weekday,2017-12-01,09:48:00,Friday,9,Morning,Not Popular
4559,Coffee,2017-12-01 09:51:00,Morning,Weekday,2017-12-01,09:51:00,Friday,9,Morning,Popular
4560,Bread,2017-12-01 09:54:00,Morning,Weekday,2017-12-01,09:54:00,Friday,9,Morning,Not Popular
4561,Jammie Dodgers,2017-12-01 10:24:00,Morning,Weekday,2017-12-01,10:24:00,Friday,10,Morning,Not Popular
4561,Juice,2017-12-01 10:24:00,Morning,Weekday,2017-12-01,10:24:00,Friday,10,Morning,Not Popular
4562,Bread,2017-12-01 10:29:00,Morning,Weekday,2017-12-01,10:29:00,Friday,10,Morning,Not Popular
4563,Cake,2017-12-01 10:31:00,Morning,Weekday,2017-12-01,10:31:00,Friday,10,Morning,Not Popular
4563,Coffee,2017-12-01 10:31:00,Morning,Weekday,2017-12-01,10:31:00,Friday,10,Morning,Popular
4563,Tea,2017-12-01 10:31:00,Morning,Weekday,2017-12-01,10:31:00,Friday,10,Morning,Not Popular
4564,Hot chocolate,2017-12-01 10:49:00,Morning,Weekday,2017-12-01,10:49:00,Friday,10,Morning,Not Popular
4565,Coffee,2017-12-01 10:55:00,Morning,Weekday,2017-12-01,10:55:00,Friday,10,Morning,Popular
4565,Alfajores,2017-12-01 10:55:00,Morning,Weekday,2017-12-01,10:55:00,Friday,10,Morning,Not Popular
4565,Bread,2017-12-01 10:55:00,Morning,Weekday,2017-12-01,10:55:00,Friday,10,Morning,Not Popular
4566,Tiffin,2017-12-01 11:02:00,Morning,Weekday,2017-12-01,11:02:00,Friday,11,Morning,Not Popular
4566,Cookies,2017-12-01 11:02:00,Morning,Weekday,2017-12-01,11:02:00,Friday,11,Morning,Not Popular
4566,Coffee,2017-12-01 11:02:00,Morning,Weekday,2017-12-01,11:02:00,Friday,11,Morning,Popular
4567,Jammie Dodgers,2017-12-01 11:03:00,Morning,Weekday,2017-12-01,11:03:00,Friday,11,Morning,Not Popular
4568,Coffee,2017-12-01 11:06:00,Morning,Weekday,2017-12-01,11:06:00,Friday,11,Morning,Popular
4568,Tea,2017-12-01 11:06:00,Morning,Weekday,2017-12-01,11:06:00,Friday,11,Morning,Not Popular
4568,Cake,2017-12-01 11:06:00,Morning,Weekday,2017-12-01,11:06:00,Friday,11,Morning,Not Popular
4568,Toast,2017-12-01 11:06:00,Morning,Weekday,2017-12-01,11:06:00,Friday,11,Morning,Not Popular
4569,Coffee,2017-12-01 11:08:00,Morning,Weekday,2017-12-01,11:08:00,Friday,11,Morning,Popular
4570,Coffee,2017-12-01 11:14:00,Morning,Weekday,2017-12-01,11:14:00,Friday,11,Morning,Popular
4570,Vegan mincepie,2017-12-01 11:14:00,Morning,Weekday,2017-12-01,11:14:00,Friday,11,Morning,Not Popular
4571,Bread,2017-12-01 11:20:00,Morning,Weekday,2017-12-01,11:20:00,Friday,11,Morning,Not Popular
4571,Tea,2017-12-01 11:20:00,Morning,Weekday,2017-12-01,11:20:00,Friday,11,Morning,Not Popular
4572,Toast,2017-12-01 11:22:00,Morning,Weekday,2017-12-01,11:22:00,Friday,11,Morning,Not Popular
4572,Coffee,2017-12-01 11:22:00,Morning,Weekday,2017-12-01,11:22:00,Friday,11,Morning,Popular
4573,Tea,2017-12-01 11:30:00,Morning,Weekday,2017-12-01,11:30:00,Friday,11,Morning,Not Popular
4574,Coffee,2017-12-01 11:42:00,Morning,Weekday,2017-12-01,11:42:00,Friday,11,Morning,Popular
4575,Cake,2017-12-01 11:44:00,Morning,Weekday,2017-12-01,11:44:00,Friday,11,Morning,Not Popular
4576,Coffee,2017-12-01 11:50:00,Morning,Weekday,2017-12-01,11:50:00,Friday,11,Morning,Popular
4577,Bread,2017-12-01 11:52:00,Morning,Weekday,2017-12-01,11:52:00,Friday,11,Morning,Not Popular
4578,Toast,2017-12-01 11:53:00,Morning,Weekday,2017-12-01,11:53:00,Friday,11,Morning,Not Popular
4578,Coffee,2017-12-01 11:53:00,Morning,Weekday,2017-12-01,11:53:00,Friday,11,Morning,Popular
4579,Cookies,2017-12-01 11:56:00,Morning,Weekday,2017-12-01,11:56:00,Friday,11,Morning,Not Popular
4581,Tea,2017-12-01 12:30:00,Afternoon,Weekday,2017-12-01,12:30:00,Friday,12,Afternoon,Not Popular
4581,Toast,2017-12-01 12:30:00,Afternoon,Weekday,2017-12-01,12:30:00,Friday,12,Afternoon,Not Popular
4582,Farm House,2017-12-01 12:51:00,Afternoon,Weekday,2017-12-01,12:51:00,Friday,12,Afternoon,Not Popular
4583,Coke,2017-12-01 13:49:00,Afternoon,Weekday,2017-12-01,13:49:00,Friday,13,Afternoon,Not Popular
4584,Coke,2017-12-01 13:50:00,Afternoon,Weekday,2017-12-01,13:50:00,Friday,13,Afternoon,Not Popular
4585,Bread,2017-12-01 14:14:00,Afternoon,Weekday,2017-12-01,14:14:00,Friday,14,Afternoon,Not Popular
4586,Toast,2017-12-01 14:53:00,Afternoon,Weekday,2017-12-01,14:53:00,Friday,14,Afternoon,Not Popular
4587,Bread,2017-12-01 15:16:00,Afternoon,Weekday,2017-12-01,15:16:00,Friday,15,Afternoon,Not Popular
4587,Tiffin,2017-12-01 15:16:00,Afternoon,Weekday,2017-12-01,15:16:00,Friday,15,Afternoon,Not Popular
4587,Coffee,2017-12-01 15:16:00,Afternoon,Weekday,2017-12-01,15:16:00,Friday,15,Afternoon,Popular
4588,Coffee,2017-12-01 15:25:00,Afternoon,Weekday,2017-12-01,15:25:00,Friday,15,Afternoon,Popular
4588,Jammie Dodgers,2017-12-01 15:25:00,Afternoon,Weekday,2017-12-01,15:25:00,Friday,15,Afternoon,Not Popular
4588,Frittata,2017-12-01 15:25:00,Afternoon,Weekday,2017-12-01,15:25:00,Friday,15,Afternoon,Not Popular
4589,Frittata,2017-12-01 15:44:00,Afternoon,Weekday,2017-12-01,15:44:00,Friday,15,Afternoon,Not Popular
4589,Coffee,2017-12-01 15:44:00,Afternoon,Weekday,2017-12-01,15:44:00,Friday,15,Afternoon,Popular
4590,Tea,2017-12-01 15:47:00,Afternoon,Weekday,2017-12-01,15:47:00,Friday,15,Afternoon,Not Popular
4590,Bread,2017-12-01 15:47:00,Afternoon,Weekday,2017-12-01,15:47:00,Friday,15,Afternoon,Not Popular
4591,Coffee,2017-12-01 16:01:00,Afternoon,Weekday,2017-12-01,16:01:00,Friday,16,Afternoon,Popular
4592,Bread,2017-12-01 16:39:00,Afternoon,Weekday,2017-12-01,16:39:00,Friday,16,Afternoon,Not Popular
4593,Tea,2017-01-13 09:03:00,Morning,Weekday,2017-01-13,09:03:00,Friday,9,Morning,Not Popular
4594,Scandinavian,2017-01-13 09:03:00,Morning,Weekday,2017-01-13,09:03:00,Friday,9,Morning,Not Popular
4595,Farm House,2017-01-13 09:35:00,Morning,Weekday,2017-01-13,09:35:00,Friday,9,Morning,Not Popular
4595,Hot chocolate,2017-01-13 09:35:00,Morning,Weekday,2017-01-13,09:35:00,Friday,9,Morning,Not Popular
4595,Coffee,2017-01-13 09:35:00,Morning,Weekday,2017-01-13,09:35:00,Friday,9,Morning,Popular
4596,Pastry,2017-01-13 09:43:00,Morning,Weekday,2017-01-13,09:43:00,Friday,9,Morning,Not Popular
4596,Scandinavian,2017-01-13 09:43:00,Morning,Weekday,2017-01-13,09:43:00,Friday,9,Morning,Not Popular
4597,Coffee,2017-01-13 09:49:00,Morning,Weekday,2017-01-13,09:49:00,Friday,9,Morning,Popular
4597,Toast,2017-01-13 09:49:00,Morning,Weekday,2017-01-13,09:49:00,Friday,9,Morning,Not Popular
4598,Bread,2017-01-13 10:34:00,Morning,Weekday,2017-01-13,10:34:00,Friday,10,Morning,Not Popular
4599,Coffee,2017-01-13 10:41:00,Morning,Weekday,2017-01-13,10:41:00,Friday,10,Morning,Popular
4599,Cake,2017-01-13 10:41:00,Morning,Weekday,2017-01-13,10:41:00,Friday,10,Morning,Not Popular
4599,Cookies,2017-01-13 10:41:00,Morning,Weekday,2017-01-13,10:41:00,Friday,10,Morning,Not Popular
4600,Bread,2017-01-13 10:43:00,Morning,Weekday,2017-01-13,10:43:00,Friday,10,Morning,Not Popular
4600,Toast,2017-01-13 10:43:00,Morning,Weekday,2017-01-13,10:43:00,Friday,10,Morning,Not Popular
4601,Coffee,2017-01-13 11:10:00,Morning,Weekday,2017-01-13,11:10:00,Friday,11,Morning,Popular
4601,Sandwich,2017-01-13 11:10:00,Morning,Weekday,2017-01-13,11:10:00,Friday,11,Morning,Not Popular
4601,Bread,2017-01-13 11:10:00,Morning,Weekday,2017-01-13,11:10:00,Friday,11,Morning,Not Popular
4602,Coffee,2017-01-13 11:16:00,Morning,Weekday,2017-01-13,11:16:00,Friday,11,Morning,Popular
4603,Bread,2017-01-13 11:46:00,Morning,Weekday,2017-01-13,11:46:00,Friday,11,Morning,Not Popular
4603,Scandinavian,2017-01-13 11:46:00,Morning,Weekday,2017-01-13,11:46:00,Friday,11,Morning,Not Popular
4604,Coffee,2017-01-13 11:48:00,Morning,Weekday,2017-01-13,11:48:00,Friday,11,Morning,Popular
4604,Medialuna,2017-01-13 11:48:00,Morning,Weekday,2017-01-13,11:48:00,Friday,11,Morning,Not Popular
4604,Alfajores,2017-01-13 11:48:00,Morning,Weekday,2017-01-13,11:48:00,Friday,11,Morning,Not Popular
4605,Coffee,2017-01-13 11:55:00,Morning,Weekday,2017-01-13,11:55:00,Friday,11,Morning,Popular
4606,Pastry,2017-01-13 11:57:00,Morning,Weekday,2017-01-13,11:57:00,Friday,11,Morning,Not Popular
4606,Coffee,2017-01-13 11:57:00,Morning,Weekday,2017-01-13,11:57:00,Friday,11,Morning,Popular
4607,Coffee,2017-01-13 12:05:00,Afternoon,Weekday,2017-01-13,12:05:00,Friday,12,Afternoon,Popular
4607,Juice,2017-01-13 12:05:00,Afternoon,Weekday,2017-01-13,12:05:00,Friday,12,Afternoon,Not Popular
4608,Coffee,2017-01-13 12:12:00,Afternoon,Weekday,2017-01-13,12:12:00,Friday,12,Afternoon,Popular
4609,Coffee,2017-01-13 12:13:00,Afternoon,Weekday,2017-01-13,12:13:00,Friday,12,Afternoon,Popular
4609,Bread,2017-01-13 12:13:00,Afternoon,Weekday,2017-01-13,12:13:00,Friday,12,Afternoon,Not Popular
4609,Salad,2017-01-13 12:13:00,Afternoon,Weekday,2017-01-13,12:13:00,Friday,12,Afternoon,Not Popular
4609,Pastry,2017-01-13 12:13:00,Afternoon,Weekday,2017-01-13,12:13:00,Friday,12,Afternoon,Not Popular
4610,Coffee,2017-01-13 12:17:00,Afternoon,Weekday,2017-01-13,12:17:00,Friday,12,Afternoon,Popular
4611,Bread,2017-01-13 12:30:00,Afternoon,Weekday,2017-01-13,12:30:00,Friday,12,Afternoon,Not Popular
4612,Bread,2017-01-13 12:33:00,Afternoon,Weekday,2017-01-13,12:33:00,Friday,12,Afternoon,Not Popular
4613,Hot chocolate,2017-01-13 12:37:00,Afternoon,Weekday,2017-01-13,12:37:00,Friday,12,Afternoon,Not Popular
4614,Coffee,2017-01-13 12:39:00,Afternoon,Weekday,2017-01-13,12:39:00,Friday,12,Afternoon,Popular
4614,Toast,2017-01-13 12:39:00,Afternoon,Weekday,2017-01-13,12:39:00,Friday,12,Afternoon,Not Popular
4615,Sandwich,2017-01-13 12:46:00,Afternoon,Weekday,2017-01-13,12:46:00,Friday,12,Afternoon,Not Popular
4616,Truffles,2017-01-13 12:48:00,Afternoon,Weekday,2017-01-13,12:48:00,Friday,12,Afternoon,Not Popular
4617,Medialuna,2017-01-13 12:56:00,Afternoon,Weekday,2017-01-13,12:56:00,Friday,12,Afternoon,Not Popular
4617,Cake,2017-01-13 12:56:00,Afternoon,Weekday,2017-01-13,12:56:00,Friday,12,Afternoon,Not Popular
4617,Toast,2017-01-13 12:56:00,Afternoon,Weekday,2017-01-13,12:56:00,Friday,12,Afternoon,Not Popular
4617,Coffee,2017-01-13 12:56:00,Afternoon,Weekday,2017-01-13,12:56:00,Friday,12,Afternoon,Popular
4618,Coffee,2017-01-13 12:57:00,Afternoon,Weekday,2017-01-13,12:57:00,Friday,12,Afternoon,Popular
4619,Coffee,2017-01-13 12:58:00,Afternoon,Weekday,2017-01-13,12:58:00,Friday,12,Afternoon,Popular
4619,Cake,2017-01-13 12:58:00,Afternoon,Weekday,2017-01-13,12:58:00,Friday,12,Afternoon,Not Popular
4619,Vegan mincepie,2017-01-13 12:58:00,Afternoon,Weekday,2017-01-13,12:58:00,Friday,12,Afternoon,Not Popular
4620,Bread,2017-01-13 12:59:00,Afternoon,Weekday,2017-01-13,12:59:00,Friday,12,Afternoon,Not Popular
4622,Farm House,2017-01-13 13:11:00,Afternoon,Weekday,2017-01-13,13:11:00,Friday,13,Afternoon,Not Popular
4623,Coffee,2017-01-13 13:12:00,Afternoon,Weekday,2017-01-13,13:12:00,Friday,13,Afternoon,Popular
4624,Scone,2017-01-13 13:26:00,Afternoon,Weekday,2017-01-13,13:26:00,Friday,13,Afternoon,Not Popular
4624,Tea,2017-01-13 13:26:00,Afternoon,Weekday,2017-01-13,13:26:00,Friday,13,Afternoon,Not Popular
4624,Sandwich,2017-01-13 13:26:00,Afternoon,Weekday,2017-01-13,13:26:00,Friday,13,Afternoon,Not Popular
4625,Bread,2017-01-13 13:49:00,Afternoon,Weekday,2017-01-13,13:49:00,Friday,13,Afternoon,Not Popular
4625,Coffee,2017-01-13 13:49:00,Afternoon,Weekday,2017-01-13,13:49:00,Friday,13,Afternoon,Popular
4626,Coffee,2017-01-13 14:01:00,Afternoon,Weekday,2017-01-13,14:01:00,Friday,14,Afternoon,Popular
4626,Jammie Dodgers,2017-01-13 14:01:00,Afternoon,Weekday,2017-01-13,14:01:00,Friday,14,Afternoon,Not Popular
4627,Tea,2017-01-13 14:05:00,Afternoon,Weekday,2017-01-13,14:05:00,Friday,14,Afternoon,Not Popular
4627,Coffee,2017-01-13 14:05:00,Afternoon,Weekday,2017-01-13,14:05:00,Friday,14,Afternoon,Popular
4627,Toast,2017-01-13 14:05:00,Afternoon,Weekday,2017-01-13,14:05:00,Friday,14,Afternoon,Not Popular
4628,Tea,2017-01-13 14:16:00,Afternoon,Weekday,2017-01-13,14:16:00,Friday,14,Afternoon,Not Popular
4628,Coffee,2017-01-13 14:16:00,Afternoon,Weekday,2017-01-13,14:16:00,Friday,14,Afternoon,Popular
4628,Bread,2017-01-13 14:16:00,Afternoon,Weekday,2017-01-13,14:16:00,Friday,14,Afternoon,Not Popular
4628,Salad,2017-01-13 14:16:00,Afternoon,Weekday,2017-01-13,14:16:00,Friday,14,Afternoon,Not Popular
4628,Tiffin,2017-01-13 14:16:00,Afternoon,Weekday,2017-01-13,14:16:00,Friday,14,Afternoon,Not Popular
4629,Cake,2017-01-13 14:26:00,Afternoon,Weekday,2017-01-13,14:26:00,Friday,14,Afternoon,Not Popular
4629,Pastry,2017-01-13 14:26:00,Afternoon,Weekday,2017-01-13,14:26:00,Friday,14,Afternoon,Not Popular
4629,Alfajores,2017-01-13 14:26:00,Afternoon,Weekday,2017-01-13,14:26:00,Friday,14,Afternoon,Not Popular
4629,Coffee,2017-01-13 14:26:00,Afternoon,Weekday,2017-01-13,14:26:00,Friday,14,Afternoon,Popular
4629,Bread,2017-01-13 14:26:00,Afternoon,Weekday,2017-01-13,14:26:00,Friday,14,Afternoon,Not Popular
4630,Coffee,2017-01-13 14:53:00,Afternoon,Weekday,2017-01-13,14:53:00,Friday,14,Afternoon,Popular
4630,Scone,2017-01-13 14:53:00,Afternoon,Weekday,2017-01-13,14:53:00,Friday,14,Afternoon,Not Popular
4631,Tea,2017-01-13 15:04:00,Afternoon,Weekday,2017-01-13,15:04:00,Friday,15,Afternoon,Not Popular
4632,Brownie,2017-01-13 15:09:00,Afternoon,Weekday,2017-01-13,15:09:00,Friday,15,Afternoon,Not Popular
4632,Pastry,2017-01-13 15:09:00,Afternoon,Weekday,2017-01-13,15:09:00,Friday,15,Afternoon,Not Popular
4632,Coffee,2017-01-13 15:09:00,Afternoon,Weekday,2017-01-13,15:09:00,Friday,15,Afternoon,Popular
4634,Bread,2017-01-13 15:46:00,Afternoon,Weekday,2017-01-13,15:46:00,Friday,15,Afternoon,Not Popular
4635,Tea,2017-01-13 15:50:00,Afternoon,Weekday,2017-01-13,15:50:00,Friday,15,Afternoon,Not Popular
4636,Scone,2017-01-13 15:53:00,Afternoon,Weekday,2017-01-13,15:53:00,Friday,15,Afternoon,Not Popular
4637,Bread,2017-01-13 15:58:00,Afternoon,Weekday,2017-01-13,15:58:00,Friday,15,Afternoon,Not Popular
4638,Tea,2017-01-13 15:58:00,Afternoon,Weekday,2017-01-13,15:58:00,Friday,15,Afternoon,Not Popular
4638,Scone,2017-01-13 15:58:00,Afternoon,Weekday,2017-01-13,15:58:00,Friday,15,Afternoon,Not Popular
4639,Coffee,2017-01-13 16:08:00,Afternoon,Weekday,2017-01-13,16:08:00,Friday,16,Afternoon,Popular
4639,Tea,2017-01-13 16:08:00,Afternoon,Weekday,2017-01-13,16:08:00,Friday,16,Afternoon,Not Popular
4639,Scone,2017-01-13 16:08:00,Afternoon,Weekday,2017-01-13,16:08:00,Friday,16,Afternoon,Not Popular
4639,Cake,2017-01-13 16:08:00,Afternoon,Weekday,2017-01-13,16:08:00,Friday,16,Afternoon,Not Popular
4640,Coffee,2017-01-13 16:12:00,Afternoon,Weekday,2017-01-13,16:12:00,Friday,16,Afternoon,Popular
4640,Truffles,2017-01-13 16:12:00,Afternoon,Weekday,2017-01-13,16:12:00,Friday,16,Afternoon,Not Popular
4640,Cake,2017-01-13 16:12:00,Afternoon,Weekday,2017-01-13,16:12:00,Friday,16,Afternoon,Not Popular
4640,Vegan mincepie,2017-01-13 16:12:00,Afternoon,Weekday,2017-01-13,16:12:00,Friday,16,Afternoon,Not Popular
4641,Bread,2017-01-13 16:14:00,Afternoon,Weekday,2017-01-13,16:14:00,Friday,16,Afternoon,Not Popular
4642,Hot chocolate,2017-01-13 16:40:00,Afternoon,Weekday,2017-01-13,16:40:00,Friday,16,Afternoon,Not Popular
4642,Medialuna,2017-01-13 16:40:00,Afternoon,Weekday,2017-01-13,16:40:00,Friday,16,Afternoon,Not Popular
4643,Tea,2017-01-13 17:04:00,Evening,Weekday,2017-01-13,17:04:00,Friday,17,Evening,Not Popular
4643,Hot chocolate,2017-01-13 17:04:00,Evening,Weekday,2017-01-13,17:04:00,Friday,17,Evening,Not Popular
4643,Cookies,2017-01-13 17:04:00,Evening,Weekday,2017-01-13,17:04:00,Friday,17,Evening,Not Popular
4643,Jammie Dodgers,2017-01-13 17:04:00,Evening,Weekday,2017-01-13,17:04:00,Friday,17,Evening,Not Popular
4643,Bread,2017-01-13 17:04:00,Evening,Weekday,2017-01-13,17:04:00,Friday,17,Evening,Not Popular
4644,Bread,2017-01-14 08:57:00,Morning,Weekend,2017-01-14,08:57:00,Saturday,8,Morning,Not Popular
4645,Coffee,2017-01-14 09:07:00,Morning,Weekend,2017-01-14,09:07:00,Saturday,9,Morning,Popular
4645,Toast,2017-01-14 09:07:00,Morning,Weekend,2017-01-14,09:07:00,Saturday,9,Morning,Not Popular
4646,Coffee,2017-01-14 09:09:00,Morning,Weekend,2017-01-14,09:09:00,Saturday,9,Morning,Popular
4647,Scandinavian,2017-01-14 09:15:00,Morning,Weekend,2017-01-14,09:15:00,Saturday,9,Morning,Not Popular
4647,Bread,2017-01-14 09:15:00,Morning,Weekend,2017-01-14,09:15:00,Saturday,9,Morning,Not Popular
4649,Tea,2017-01-14 09:37:00,Morning,Weekend,2017-01-14,09:37:00,Saturday,9,Morning,Not Popular
4649,Cookies,2017-01-14 09:37:00,Morning,Weekend,2017-01-14,09:37:00,Saturday,9,Morning,Not Popular
4649,Tiffin,2017-01-14 09:37:00,Morning,Weekend,2017-01-14,09:37:00,Saturday,9,Morning,Not Popular
4649,Brownie,2017-01-14 09:37:00,Morning,Weekend,2017-01-14,09:37:00,Saturday,9,Morning,Not Popular
4649,Coffee,2017-01-14 09:37:00,Morning,Weekend,2017-01-14,09:37:00,Saturday,9,Morning,Popular
4650,Tiffin,2017-01-14 09:42:00,Morning,Weekend,2017-01-14,09:42:00,Saturday,9,Morning,Not Popular
4651,Coffee,2017-01-14 09:43:00,Morning,Weekend,2017-01-14,09:43:00,Saturday,9,Morning,Popular
4652,Coffee,2017-01-14 09:45:00,Morning,Weekend,2017-01-14,09:45:00,Saturday,9,Morning,Popular
4652,Toast,2017-01-14 09:45:00,Morning,Weekend,2017-01-14,09:45:00,Saturday,9,Morning,Not Popular
4652,Tiffin,2017-01-14 09:45:00,Morning,Weekend,2017-01-14,09:45:00,Saturday,9,Morning,Not Popular
4652,Farm House,2017-01-14 09:45:00,Morning,Weekend,2017-01-14,09:45:00,Saturday,9,Morning,Not Popular
4653,Hot chocolate,2017-01-14 09:50:00,Morning,Weekend,2017-01-14,09:50:00,Saturday,9,Morning,Not Popular
4653,Bread,2017-01-14 09:50:00,Morning,Weekend,2017-01-14,09:50:00,Saturday,9,Morning,Not Popular
4653,Medialuna,2017-01-14 09:50:00,Morning,Weekend,2017-01-14,09:50:00,Saturday,9,Morning,Not Popular
4653,Toast,2017-01-14 09:50:00,Morning,Weekend,2017-01-14,09:50:00,Saturday,9,Morning,Not Popular
4654,Hot chocolate,2017-01-14 09:51:00,Morning,Weekend,2017-01-14,09:51:00,Saturday,9,Morning,Not Popular
4654,Bread,2017-01-14 09:51:00,Morning,Weekend,2017-01-14,09:51:00,Saturday,9,Morning,Not Popular
4654,Medialuna,2017-01-14 09:51:00,Morning,Weekend,2017-01-14,09:51:00,Saturday,9,Morning,Not Popular
4654,Toast,2017-01-14 09:51:00,Morning,Weekend,2017-01-14,09:51:00,Saturday,9,Morning,Not Popular
